percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number
100,cardinal numbers control,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_100.es_en-es-shuffled.bpe,μ = 40.2 ± 0.7,40.3,72
10,cardinal numbers control,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_10.es_en-es-shuffled.bpe,μ = 41.9 ± 0.7,41.9,72
20,cardinal numbers control,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_20.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.8,72
30,cardinal numbers control,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_30.es_en-es-shuffled.bpe,μ = 41.5 ± 0.7,41.5,72
40,cardinal numbers control,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_40.es_en-es-shuffled.bpe,μ = 41.4 ± 0.7,41.4,72
50,cardinal numbers control,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_50.es_en-es-shuffled.bpe,μ = 41.4 ± 0.7,41.4,72
60,cardinal numbers control,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_60.es_en-es-shuffled.bpe,μ = 41.2 ± 0.7,41.2,72
70,cardinal numbers control,control_bpe_set/control_named_cardinal_70.en.bpe,translations/out_control_named_cardinal_70.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_70.es_en-es-shuffled.bpe,μ = 40.8 ± 0.7,40.8,72
80,cardinal numbers control,control_bpe_set/control_named_cardinal_80.en.bpe,translations/out_control_named_cardinal_80.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_80.es_en-es-shuffled.bpe,μ = 40.9 ± 0.7,40.9,72
90,cardinal numbers control,control_bpe_set/control_named_cardinal_90.en.bpe,translations/out_control_named_cardinal_90.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_cardinal_90.es_en-es-shuffled.bpe,μ = 40.6 ± 0.7,40.6,72
100,named organizations control,control_bpe_set/control_named_organization_100.en.bpe,translations/out_control_named_organization_100.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_100.es_en-es-shuffled.bpe,μ = 37.8 ± 0.7,37.8,73
10,named organizations control,control_bpe_set/control_named_organization_10.en.bpe,translations/out_control_named_organization_10.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_10.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,73
20,named organizations control,control_bpe_set/control_named_organization_20.en.bpe,translations/out_control_named_organization_20.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_20.es_en-es-shuffled.bpe,μ = 41.2 ± 0.7,41.2,73
30,named organizations control,control_bpe_set/control_named_organization_30.en.bpe,translations/out_control_named_organization_30.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_30.es_en-es-shuffled.bpe,μ = 40.8 ± 0.7,40.8,73
40,named organizations control,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_40.es_en-es-shuffled.bpe,μ = 40.1 ± 0.7,40.2,73
50,named organizations control,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_50.es_en-es-shuffled.bpe,μ = 39.9 ± 0.7,39.9,73
60,named organizations control,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_60.es_en-es-shuffled.bpe,μ = 39.5 ± 0.7,39.5,73
70,named organizations control,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_70.es_en-es-shuffled.bpe,μ = 39.0 ± 0.7,39.0,73
80,named organizations control,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_80.es_en-es-shuffled.bpe,μ = 38.7 ± 0.7,38.7,73
90,named organizations control,control_bpe_set/control_named_organization_90.en.bpe,translations/out_control_named_organization_90.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_organization_90.es_en-es-shuffled.bpe,μ = 38.2 ± 0.7,38.3,73
100,named people control,control_bpe_set/control_named_person_100.en.bpe,translations/out_control_named_person_100.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_100.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,74
10,named people control,control_bpe_set/control_named_person_10.en.bpe,translations/out_control_named_person_10.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_10.es_en-es-shuffled.bpe,μ = 42.1 ± 0.7,42.1,74
20,named people control,control_bpe_set/control_named_person_20.en.bpe,translations/out_control_named_person_20.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_20.es_en-es-shuffled.bpe,μ = 42.0 ± 0.7,42.0,74
30,named people control,control_bpe_set/control_named_person_30.en.bpe,translations/out_control_named_person_30.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_30.es_en-es-shuffled.bpe,μ = 42.0 ± 0.7,42.0,74
40,named people control,control_bpe_set/control_named_person_40.en.bpe,translations/out_control_named_person_40.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_40.es_en-es-shuffled.bpe,μ = 41.9 ± 0.7,42.0,74
50,named people control,control_bpe_set/control_named_person_50.en.bpe,translations/out_control_named_person_50.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_50.es_en-es-shuffled.bpe,μ = 41.8 ± 0.7,41.8,74
60,named people control,control_bpe_set/control_named_person_60.en.bpe,translations/out_control_named_person_60.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_60.es_en-es-shuffled.bpe,μ = 41.8 ± 0.7,41.8,74
70,named people control,control_bpe_set/control_named_person_70.en.bpe,translations/out_control_named_person_70.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_70.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,74
80,named people control,control_bpe_set/control_named_person_80.en.bpe,translations/out_control_named_person_80.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_80.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.8,74
90,named people control,control_bpe_set/control_named_person_90.en.bpe,translations/out_control_named_person_90.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_named_person_90.es_en-es-shuffled.bpe,μ = 41.7 ± 0.7,41.7,74
100,prepositions control,control_bpe_set/control_prepositions_100.en.bpe,translations/out_control_prepositions_100.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_100.es_en-es-shuffled.bpe,μ = 28.5 ± 0.6,28.5,75
10,prepositions control,control_bpe_set/control_prepositions_10.en.bpe,translations/out_control_prepositions_10.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_10.es_en-es-shuffled.bpe,μ = 40.5 ± 0.7,40.5,75
20,prepositions control,control_bpe_set/control_prepositions_20.en.bpe,translations/out_control_prepositions_20.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_20.es_en-es-shuffled.bpe,μ = 39.1 ± 0.7,39.1,75
30,prepositions control,control_bpe_set/control_prepositions_30.en.bpe,translations/out_control_prepositions_30.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_30.es_en-es-shuffled.bpe,μ = 37.6 ± 0.7,37.7,75
40,prepositions control,control_bpe_set/control_prepositions_40.en.bpe,translations/out_control_prepositions_40.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_40.es_en-es-shuffled.bpe,μ = 36.3 ± 0.7,36.4,75
50,prepositions control,control_bpe_set/control_prepositions_50.en.bpe,translations/out_control_prepositions_50.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_50.es_en-es-shuffled.bpe,μ = 35.1 ± 0.7,35.1,75
60,prepositions control,control_bpe_set/control_prepositions_60.en.bpe,translations/out_control_prepositions_60.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_60.es_en-es-shuffled.bpe,μ = 33.6 ± 0.6,33.6,75
70,prepositions control,control_bpe_set/control_prepositions_70.en.bpe,translations/out_control_prepositions_70.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_70.es_en-es-shuffled.bpe,μ = 32.3 ± 0.6,32.3,75
80,prepositions control,control_bpe_set/control_prepositions_80.en.bpe,translations/out_control_prepositions_80.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_80.es_en-es-shuffled.bpe,μ = 31.1 ± 0.6,31.1,75
90,prepositions control,control_bpe_set/control_prepositions_90.en.bpe,translations/out_control_prepositions_90.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_control_prepositions_90.es_en-es-shuffled.bpe,μ = 29.9 ± 0.6,29.9,75
100,articles control,control_bpe_set/control_articles_100.en.bpe,translations/out_control_articles_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_100.es_en-es-non-shuffled.bpe,μ = 42.0 ± 0.6,42.0,76
10,articles control,control_bpe_set/control_articles_10.en.bpe,translations/out_control_articles_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_10.es_en-es-non-shuffled.bpe,μ = 51.6 ± 0.7,51.6,76
20,articles control,control_bpe_set/control_articles_20.en.bpe,translations/out_control_articles_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_20.es_en-es-non-shuffled.bpe,μ = 50.5 ± 0.6,50.6,76
30,articles control,control_bpe_set/control_articles_30.en.bpe,translations/out_control_articles_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_30.es_en-es-non-shuffled.bpe,μ = 49.3 ± 0.6,49.3,76
40,articles control,control_bpe_set/control_articles_40.en.bpe,translations/out_control_articles_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_40.es_en-es-non-shuffled.bpe,μ = 48.3 ± 0.7,48.3,76
50,articles control,control_bpe_set/control_articles_50.en.bpe,translations/out_control_articles_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_50.es_en-es-non-shuffled.bpe,μ = 47.3 ± 0.7,47.3,76
60,articles control,control_bpe_set/control_articles_60.en.bpe,translations/out_control_articles_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_60.es_en-es-non-shuffled.bpe,μ = 46.3 ± 0.6,46.3,76
70,articles control,control_bpe_set/control_articles_70.en.bpe,translations/out_control_articles_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_70.es_en-es-non-shuffled.bpe,μ = 45.2 ± 0.6,45.2,76
80,articles control,control_bpe_set/control_articles_80.en.bpe,translations/out_control_articles_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_80.es_en-es-non-shuffled.bpe,μ = 44.1 ± 0.6,44.1,76
90,articles control,control_bpe_set/control_articles_90.en.bpe,translations/out_control_articles_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_articles_90.es_en-es-non-shuffled.bpe,μ = 43.0 ± 0.6,43.0,76
100,demonstrative control,control_bpe_set/control_demonstratives_100.en.bpe,translations/out_control_demonstratives_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_100.es_en-es-non-shuffled.bpe,μ = 51.2 ± 0.6,51.2,77
10,demonstrative control,control_bpe_set/control_demonstratives_10.en.bpe,translations/out_control_demonstratives_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_10.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.5,77
20,demonstrative control,control_bpe_set/control_demonstratives_20.en.bpe,translations/out_control_demonstratives_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_20.es_en-es-non-shuffled.bpe,μ = 52.3 ± 0.7,52.3,77
30,demonstrative control,control_bpe_set/control_demonstratives_30.en.bpe,translations/out_control_demonstratives_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_30.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.6,52.2,77
40,demonstrative control,control_bpe_set/control_demonstratives_40.en.bpe,translations/out_control_demonstratives_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_40.es_en-es-non-shuffled.bpe,μ = 52.0 ± 0.7,52.1,77
50,demonstrative control,control_bpe_set/control_demonstratives_50.en.bpe,translations/out_control_demonstratives_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_50.es_en-es-non-shuffled.bpe,μ = 51.9 ± 0.7,51.9,77
60,demonstrative control,control_bpe_set/control_demonstratives_60.en.bpe,translations/out_control_demonstratives_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_60.es_en-es-non-shuffled.bpe,μ = 51.8 ± 0.7,51.8,77
70,demonstrative control,control_bpe_set/control_demonstratives_70.en.bpe,translations/out_control_demonstratives_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_70.es_en-es-non-shuffled.bpe,μ = 51.7 ± 0.7,51.7,77
80,demonstrative control,control_bpe_set/control_demonstratives_80.en.bpe,translations/out_control_demonstratives_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_80.es_en-es-non-shuffled.bpe,μ = 51.5 ± 0.7,51.6,77
90,demonstrative control,control_bpe_set/control_demonstratives_90.en.bpe,translations/out_control_demonstratives_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_demonstratives_90.es_en-es-non-shuffled.bpe,μ = 51.4 ± 0.7,51.4,77
100,determiner control,control_bpe_set/control_determiners_100.en.bpe,translations/out_control_determiners_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_100.es_en-es-non-shuffled.bpe,μ = 40.6 ± 0.6,40.6,78
10,determiner control,control_bpe_set/control_determiners_10.en.bpe,translations/out_control_determiners_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_10.es_en-es-non-shuffled.bpe,μ = 51.3 ± 0.7,51.3,78
20,determiner control,control_bpe_set/control_determiners_20.en.bpe,translations/out_control_determiners_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_20.es_en-es-non-shuffled.bpe,μ = 50.0 ± 0.7,50.0,78
30,determiner control,control_bpe_set/control_determiners_30.en.bpe,translations/out_control_determiners_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_30.es_en-es-non-shuffled.bpe,μ = 49.1 ± 0.6,49.1,78
40,determiner control,control_bpe_set/control_determiners_40.en.bpe,translations/out_control_determiners_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_40.es_en-es-non-shuffled.bpe,μ = 48.0 ± 0.7,48.0,78
50,determiner control,control_bpe_set/control_determiners_50.en.bpe,translations/out_control_determiners_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_50.es_en-es-non-shuffled.bpe,μ = 46.6 ± 0.6,46.6,78
60,determiner control,control_bpe_set/control_determiners_60.en.bpe,translations/out_control_determiners_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_60.es_en-es-non-shuffled.bpe,μ = 45.4 ± 0.6,45.5,78
70,determiner control,control_bpe_set/control_determiners_70.en.bpe,translations/out_control_determiners_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_70.es_en-es-non-shuffled.bpe,μ = 44.4 ± 0.6,44.4,78
80,determiner control,control_bpe_set/control_determiners_80.en.bpe,translations/out_control_determiners_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_80.es_en-es-non-shuffled.bpe,μ = 43.2 ± 0.6,43.2,78
90,determiner control,control_bpe_set/control_determiners_90.en.bpe,translations/out_control_determiners_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_determiners_90.es_en-es-non-shuffled.bpe,μ = 42.1 ± 0.6,42.1,78
100,lemmatization control,control_bpe_set/control_lemmas_100.en.bpe,translations/out_control_lemmas_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_100.es_en-es-non-shuffled.bpe,μ = 35.6 ± 0.6,35.7,79
10,lemmatization control,control_bpe_set/control_lemmas_10.en.bpe,translations/out_control_lemmas_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_10.es_en-es-non-shuffled.bpe,μ = 51.0 ± 0.7,51.0,79
20,lemmatization control,control_bpe_set/control_lemmas_20.en.bpe,translations/out_control_lemmas_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_20.es_en-es-non-shuffled.bpe,μ = 49.1 ± 0.6,49.2,79
30,lemmatization control,control_bpe_set/control_lemmas_30.en.bpe,translations/out_control_lemmas_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_30.es_en-es-non-shuffled.bpe,μ = 47.3 ± 0.6,47.3,79
40,lemmatization control,control_bpe_set/control_lemmas_40.en.bpe,translations/out_control_lemmas_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_40.es_en-es-non-shuffled.bpe,μ = 45.5 ± 0.6,45.6,79
50,lemmatization control,control_bpe_set/control_lemmas_50.en.bpe,translations/out_control_lemmas_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_50.es_en-es-non-shuffled.bpe,μ = 44.0 ± 0.6,44.0,79
60,lemmatization control,control_bpe_set/control_lemmas_60.en.bpe,translations/out_control_lemmas_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_60.es_en-es-non-shuffled.bpe,μ = 42.3 ± 0.6,42.4,79
70,lemmatization control,control_bpe_set/control_lemmas_70.en.bpe,translations/out_control_lemmas_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_70.es_en-es-non-shuffled.bpe,μ = 40.9 ± 0.6,40.9,79
80,lemmatization control,control_bpe_set/control_lemmas_80.en.bpe,translations/out_control_lemmas_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_80.es_en-es-non-shuffled.bpe,μ = 38.9 ± 0.6,38.9,79
90,lemmatization control,control_bpe_set/control_lemmas_90.en.bpe,translations/out_control_lemmas_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_lemmas_90.es_en-es-non-shuffled.bpe,μ = 37.3 ± 0.6,37.4,79
100,all named entities control,control_bpe_set/control_named_allentities_100.en.bpe,translations/out_control_named_allentities_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_100.es_en-es-non-shuffled.bpe,μ = 36.1 ± 0.6,36.1,80
10,all named entities control,control_bpe_set/control_named_allentities_10.en.bpe,translations/out_control_named_allentities_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_10.es_en-es-non-shuffled.bpe,μ = 50.9 ± 0.7,51.0,80
20,all named entities control,control_bpe_set/control_named_allentities_20.en.bpe,translations/out_control_named_allentities_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_20.es_en-es-non-shuffled.bpe,μ = 49.2 ± 0.7,49.2,80
30,all named entities control,control_bpe_set/control_named_allentities_30.en.bpe,translations/out_control_named_allentities_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_30.es_en-es-non-shuffled.bpe,μ = 47.6 ± 0.6,47.6,80
40,all named entities control,control_bpe_set/control_named_allentities_40.en.bpe,translations/out_control_named_allentities_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_40.es_en-es-non-shuffled.bpe,μ = 45.8 ± 0.7,45.8,80
50,all named entities control,control_bpe_set/control_named_allentities_50.en.bpe,translations/out_control_named_allentities_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_50.es_en-es-non-shuffled.bpe,μ = 44.2 ± 0.6,44.2,80
60,all named entities control,control_bpe_set/control_named_allentities_60.en.bpe,translations/out_control_named_allentities_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_60.es_en-es-non-shuffled.bpe,μ = 42.4 ± 0.6,42.4,80
70,all named entities control,control_bpe_set/control_named_allentities_70.en.bpe,translations/out_control_named_allentities_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_70.es_en-es-non-shuffled.bpe,μ = 40.9 ± 0.6,40.9,80
80,all named entities control,control_bpe_set/control_named_allentities_80.en.bpe,translations/out_control_named_allentities_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_80.es_en-es-non-shuffled.bpe,μ = 39.5 ± 0.6,39.5,80
90,all named entities control,control_bpe_set/control_named_allentities_90.en.bpe,translations/out_control_named_allentities_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_allentities_90.es_en-es-non-shuffled.bpe,μ = 37.4 ± 0.6,37.4,80
100,cardinal numbers control,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_100.es_en-es-non-shuffled.bpe,μ = 50.7 ± 0.6,50.7,81
10,cardinal numbers control,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_10.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.4,81
20,cardinal numbers control,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_20.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.7,52.2,81
30,cardinal numbers control,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_30.es_en-es-non-shuffled.bpe,μ = 52.0 ± 0.7,52.0,81
40,cardinal numbers control,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_40.es_en-es-non-shuffled.bpe,μ = 51.7 ± 0.6,51.8,81
50,cardinal numbers control,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_50.es_en-es-non-shuffled.bpe,μ = 51.6 ± 0.6,51.6,81
60,cardinal numbers control,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_60.es_en-es-non-shuffled.bpe,μ = 51.5 ± 0.6,51.5,81
70,cardinal numbers control,control_bpe_set/control_named_cardinal_70.en.bpe,translations/out_control_named_cardinal_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_70.es_en-es-non-shuffled.bpe,μ = 51.1 ± 0.6,51.1,81
80,cardinal numbers control,control_bpe_set/control_named_cardinal_80.en.bpe,translations/out_control_named_cardinal_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_80.es_en-es-non-shuffled.bpe,μ = 50.9 ± 0.7,50.9,81
90,cardinal numbers control,control_bpe_set/control_named_cardinal_90.en.bpe,translations/out_control_named_cardinal_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_cardinal_90.es_en-es-non-shuffled.bpe,μ = 50.8 ± 0.6,50.8,81
100,named organizations control,control_bpe_set/control_named_organization_100.en.bpe,translations/out_control_named_organization_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_100.es_en-es-non-shuffled.bpe,μ = 47.8 ± 0.7,47.8,82
10,named organizations control,control_bpe_set/control_named_organization_10.en.bpe,translations/out_control_named_organization_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_10.es_en-es-non-shuffled.bpe,μ = 52.1 ± 0.7,52.1,82
20,named organizations control,control_bpe_set/control_named_organization_20.en.bpe,translations/out_control_named_organization_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_20.es_en-es-non-shuffled.bpe,μ = 51.5 ± 0.7,51.5,82
30,named organizations control,control_bpe_set/control_named_organization_30.en.bpe,translations/out_control_named_organization_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_30.es_en-es-non-shuffled.bpe,μ = 51.0 ± 0.6,51.0,82
40,named organizations control,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_40.es_en-es-non-shuffled.bpe,μ = 50.5 ± 0.7,50.5,82
50,named organizations control,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_50.es_en-es-non-shuffled.bpe,μ = 50.2 ± 0.7,50.2,82
60,named organizations control,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_60.es_en-es-non-shuffled.bpe,μ = 49.5 ± 0.7,49.5,82
70,named organizations control,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_70.es_en-es-non-shuffled.bpe,μ = 48.8 ± 0.6,48.9,82
80,named organizations control,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_80.es_en-es-non-shuffled.bpe,μ = 48.4 ± 0.7,48.4,82
