id,answer,correct.answer,prefix.propt,full.len.prefix,prefix.revealed,s1,s2,s3,s4
test105,s2,s4,0.77,13,10,移る。,移築されることもあった。,管理している。,立つ。
test106,s4,s4,1.00,5,5,消失した。,滅ぶことになる。,混在した。,溜めることもできる。
test106,s4,s4,1.00,5,5,消失した。,滅ぶことになる。,混在した。,溜めることもできる。
test106,s4,s4,1.00,5,5,消失した。,滅ぶことになる。,混在した。,溜めることもできる。
test106,s4,s4,1.00,5,5,消失した。,滅ぶことになる。,混在した。,溜めることもできる。
test106,s4,s4,1.00,5,5,消失した。,滅ぶことになる。,混在した。,溜めることもできる。
test107,s4,s1,0.14,7,1,置いた。,考えられている。,編纂された。,纏う。
test107,s2,s1,0.14,7,1,置いた。,考えられている。,編纂された。,纏う。
test107,s2,s1,0.14,7,1,置いた。,考えられている。,編纂された。,纏う。
test107,s2,s1,0.14,7,1,置いた。,考えられている。,編纂された。,纏う。
test107,s2,s1,0.14,7,1,置いた。,考えられている。,編纂された。,纏う。
test108,s3,s3,1.00,3,3,遺している。,都市化している。,遺構だとされる。,選定した。
test108,s3,s3,1.00,3,3,遺している。,都市化している。,遺構だとされる。,選定した。
test108,s3,s3,1.00,3,3,遺している。,都市化している。,遺構だとされる。,選定した。
test108,s3,s3,1.00,3,3,遺している。,都市化している。,遺構だとされる。,選定した。
test108,s3,s3,1.00,3,3,遺している。,都市化している。,遺構だとされる。,選定した。
test109,s3,s3,0.92,12,11,続ける。,経験した。,継いだ。,結んだ。
test109,s3,s3,0.92,12,11,続ける。,経験した。,継いだ。,結んだ。
test109,s3,s3,0.92,12,11,続ける。,経験した。,継いだ。,結んだ。
test109,s3,s3,0.92,12,11,続ける。,経験した。,継いだ。,結んだ。
test109,s3,s3,0.92,12,11,続ける。,経験した。,継いだ。,結んだ。
test110,s3,s3,0.50,8,4,向かい掛けた。,呼ばれている。,含める。,名乗っていることがある。
test110,s2,s3,0.50,8,4,向かい掛けた。,呼ばれている。,含める。,名乗っていることがある。
test110,s3,s3,0.50,8,4,向かい掛けた。,呼ばれている。,含める。,名乗っていることがある。
test110,s2,s3,0.50,8,4,向かい掛けた。,呼ばれている。,含める。,名乗っていることがある。
test110,s3,s3,0.50,8,4,向かい掛けた。,呼ばれている。,含める。,名乗っていることがある。
test111,s4,s3,0.25,12,3,なる。,あった。,いう。,見られる。
test111,s3,s3,0.25,12,3,なる。,あった。,いう。,見られる。
test111,s4,s3,0.25,12,3,なる。,あった。,いう。,見られる。
test111,s4,s3,0.25,12,3,なる。,あった。,いう。,見られる。
test111,s4,s3,0.25,12,3,なる。,あった。,いう。,見られる。
test112,s3,s4,0.60,10,6,言う。,親しまれている。,視された。,触れている。
test112,s2,s4,0.60,10,6,言う。,親しまれている。,視された。,触れている。
test112,s4,s4,0.60,10,6,言う。,親しまれている。,視された。,触れている。
test112,s2,s4,0.60,10,6,言う。,親しまれている。,視された。,触れている。
test112,s2,s4,0.60,10,6,言う。,親しまれている。,視された。,触れている。
test113,s1,s1,0.75,4,3,機能していた。,歴任した。,持っていた。,思われる。
test113,s1,s1,0.75,4,3,機能していた。,歴任した。,持っていた。,思われる。
test113,s1,s1,0.75,4,3,機能していた。,歴任した。,持っていた。,思われる。
test113,s1,s1,0.75,4,3,機能していた。,歴任した。,持っていた。,思われる。
test113,s1,s1,0.75,4,3,機能していた。,歴任した。,持っていた。,思われる。
test114,s4,s4,0.40,10,4,混在した。,滞在する。,溜めることもできる。,滅ぶことになる。
test114,s4,s4,0.40,10,4,混在した。,滞在する。,溜めることもできる。,滅ぶことになる。
test114,s4,s4,0.40,10,4,混在した。,滞在する。,溜めることもできる。,滅ぶことになる。
test114,s4,s4,0.40,10,4,混在した。,滞在する。,溜めることもできる。,滅ぶことになる。
test114,s2,s4,0.40,10,4,混在した。,滞在する。,溜めることもできる。,滅ぶことになる。
test115,s1,s2,0.20,5,1,登場している。,登りやすくしている。,異なる。,発見されている。
test115,s2,s2,0.20,5,1,登場している。,登りやすくしている。,異なる。,発見されている。
test115,s4,s2,0.20,5,1,登場している。,登りやすくしている。,異なる。,発見されている。
test115,s1,s2,0.20,5,1,登場している。,登りやすくしている。,異なる。,発見されている。
test115,s4,s2,0.20,5,1,登場している。,登りやすくしている。,異なる。,発見されている。
test116,s3,s4,0.33,9,3,推定されている。,振られている。,排除していた。,掛かろうとしている。
test116,s1,s4,0.33,9,3,推定されている。,振られている。,排除していた。,掛かろうとしている。
test116,s3,s4,0.33,9,3,推定されている。,振られている。,排除していた。,掛かろうとしている。
test116,s1,s4,0.33,9,3,推定されている。,振られている。,排除していた。,掛かろうとしている。
test116,s4,s4,0.33,9,3,推定されている。,振られている。,排除していた。,掛かろうとしている。
test117,s4,s4,0.67,3,2,師事した。,展示している。,広まった。,帰依します。
test117,s4,s4,0.67,3,2,師事した。,展示している。,広まった。,帰依します。
test117,s4,s4,0.67,3,2,師事した。,展示している。,広まった。,帰依します。
test117,s4,s4,0.67,3,2,師事した。,展示している。,広まった。,帰依します。
test117,s4,s4,0.67,3,2,師事した。,展示している。,広まった。,帰依します。
test118,s4,s4,0.36,11,4,点在する。,滅ぶことになる。,滞在する。,演奏される。
test118,s4,s4,0.36,11,4,点在する。,滅ぶことになる。,滞在する。,演奏される。
test118,s4,s4,0.36,11,4,点在する。,滅ぶことになる。,滞在する。,演奏される。
test118,s4,s4,0.36,11,4,点在する。,滅ぶことになる。,滞在する。,演奏される。
test118,s4,s4,0.36,11,4,点在する。,滅ぶことになる。,滞在する。,演奏される。
test119,s1,s1,1.00,11,11,感じる。,想定される。,意味していた。,感得した。
test119,s1,s1,1.00,11,11,感じる。,想定される。,意味していた。,感得した。
test119,s1,s1,1.00,11,11,感じる。,想定される。,意味していた。,感得した。
test119,s1,s1,1.00,11,11,感じる。,想定される。,意味していた。,感得した。
test119,s1,s1,1.00,11,11,感じる。,想定される。,意味していた。,感得した。
test120,s3,s1,0.13,8,1,見られる。,いわれている。,なっている。,あった。
test120,s3,s1,0.13,8,1,見られる。,いわれている。,なっている。,あった。
test120,s2,s1,0.13,8,1,見られる。,いわれている。,なっている。,あった。
test120,s2,s1,0.13,8,1,見られる。,いわれている。,なっている。,あった。
test120,s2,s1,0.13,8,1,見られる。,いわれている。,なっている。,あった。
test121,s1,s2,0.31,13,4,なる。,ある。,見られる。,いう。
test121,s4,s2,0.31,13,4,なる。,ある。,見られる。,いう。
test121,s2,s2,0.31,13,4,なる。,ある。,見られる。,いう。
test121,s4,s2,0.31,13,4,なる。,ある。,見られる。,いう。
test121,s2,s2,0.31,13,4,なる。,ある。,見られる。,いう。
test122,s4,s4,0.83,12,10,いわれている。,される。,呼ぶ。,呼ばれる。
test122,s1,s4,0.83,12,10,いわれている。,される。,呼ぶ。,呼ばれる。
test122,s4,s4,0.83,12,10,いわれている。,される。,呼ぶ。,呼ばれる。
test122,s4,s4,0.83,12,10,いわれている。,される。,呼ぶ。,呼ばれる。
test122,s4,s4,0.83,12,10,いわれている。,される。,呼ぶ。,呼ばれる。
test123,s3,s3,1.00,3,3,好んだ。,変えられた。,始まったとされている。,存在する。
test123,s3,s3,1.00,3,3,好んだ。,変えられた。,始まったとされている。,存在する。
test123,s3,s3,1.00,3,3,好んだ。,変えられた。,始まったとされている。,存在する。
test123,s3,s3,1.00,3,3,好んだ。,変えられた。,始まったとされている。,存在する。
test123,s3,s3,1.00,3,3,好んだ。,変えられた。,始まったとされている。,存在する。
test124,s4,s4,0.55,11,6,用いられる。,発見された。,生産している。,異なる。
test124,s4,s4,0.55,11,6,用いられる。,発見された。,生産している。,異なる。
test124,s2,s4,0.55,11,6,用いられる。,発見された。,生産している。,異なる。
test124,s2,s4,0.55,11,6,用いられる。,発見された。,生産している。,異なる。
test124,s4,s4,0.55,11,6,用いられる。,発見された。,生産している。,異なる。
test125,s3,s3,0.80,10,8,分けられる。,分割した。,分類される。,利用される。
test125,s3,s3,0.80,10,8,分けられる。,分割した。,分類される。,利用される。
test125,s3,s3,0.80,10,8,分けられる。,分割した。,分類される。,利用される。
test125,s3,s3,0.80,10,8,分けられる。,分割した。,分類される。,利用される。
test125,s1,s3,0.80,10,8,分けられる。,分割した。,分類される。,利用される。
test126,s4,s3,0.80,10,8,描いている。,掛かろうとしている。,推測されている。,推定されている。
test126,s4,s3,0.80,10,8,描いている。,掛かろうとしている。,推測されている。,推定されている。
test126,s4,s3,0.80,10,8,描いている。,掛かろうとしている。,推測されている。,推定されている。
test126,s4,s3,0.80,10,8,描いている。,掛かろうとしている。,推測されている。,推定されている。
test126,s3,s3,0.80,10,8,描いている。,掛かろうとしている。,推測されている。,推定されている。
test127,s1,s4,0.50,10,5,担当した。,投げた。,抜け出せていない。,担う。
test127,s1,s4,0.50,10,5,担当した。,投げた。,抜け出せていない。,担う。
test127,s1,s4,0.50,10,5,担当した。,投げた。,抜け出せていない。,担う。
test127,s1,s4,0.50,10,5,担当した。,投げた。,抜け出せていない。,担う。
test127,s1,s4,0.50,10,5,担当した。,投げた。,抜け出せていない。,担う。
test128,s1,s1,0.50,4,2,勤める。,励んだ。,厳しくなる。,加えられている。
test128,s2,s1,0.50,4,2,勤める。,励んだ。,厳しくなる。,加えられている。
test128,s2,s1,0.50,4,2,勤める。,励んだ。,厳しくなる。,加えられている。
test128,s2,s1,0.50,4,2,勤める。,励んだ。,厳しくなる。,加えられている。
test128,s2,s1,0.50,4,2,勤める。,励んだ。,厳しくなる。,加えられている。
test129,s2,s4,0.14,7,1,いう。,あった。,見られる。,なった。
test129,s3,s4,0.14,7,1,いう。,あった。,見られる。,なった。
test129,s3,s4,0.14,7,1,いう。,あった。,見られる。,なった。
test129,s1,s4,0.14,7,1,いう。,あった。,見られる。,なった。
test129,s3,s4,0.14,7,1,いう。,あった。,見られる。,なった。
test130,s4,s2,0.25,12,3,引き渡す。,広報している。,帰依します。,広まった。
test130,s4,s2,0.25,12,3,引き渡す。,広報している。,帰依します。,広まった。
test130,s4,s2,0.25,12,3,引き渡す。,広報している。,帰依します。,広まった。
test130,s4,s2,0.25,12,3,引き渡す。,広報している。,帰依します。,広まった。
test130,s4,s2,0.25,12,3,引き渡す。,広報している。,帰依します。,広まった。
test131,s4,s4,0.50,8,4,買い上げてくれた。,講義する。,貢献した。,販売されていた。
test131,s4,s4,0.50,8,4,買い上げてくれた。,講義する。,貢献した。,販売されていた。
test131,s4,s4,0.50,8,4,買い上げてくれた。,講義する。,貢献した。,販売されていた。
test131,s4,s4,0.50,8,4,買い上げてくれた。,講義する。,貢献した。,販売されていた。
test131,s4,s4,0.50,8,4,買い上げてくれた。,講義する。,貢献した。,販売されていた。
test132,s2,s2,0.31,13,4,使用される。,供える。,使われている。,促した。
test132,s2,s2,0.31,13,4,使用される。,供える。,使われている。,促した。
test132,s2,s2,0.31,13,4,使用される。,供える。,使われている。,促した。
test132,s2,s2,0.31,13,4,使用される。,供える。,使われている。,促した。
test132,s2,s2,0.31,13,4,使用される。,供える。,使われている。,促した。
test133,s1,s4,0.27,11,3,触れている。,訛った。,言える。,記される。
test133,s3,s4,0.27,11,3,触れている。,訛った。,言える。,記される。
test133,s1,s4,0.27,11,3,触れている。,訛った。,言える。,記される。
test133,s1,s4,0.27,11,3,触れている。,訛った。,言える。,記される。
test133,s4,s4,0.27,11,3,触れている。,訛った。,言える。,記される。
test134,s3,s3,1.00,13,13,見られる。,いう。,ある。,なる。
test134,s1,s3,1.00,13,13,見られる。,いう。,ある。,なる。
test134,s1,s3,1.00,13,13,見られる。,いう。,ある。,なる。
test134,s1,s3,1.00,13,13,見られる。,いう。,ある。,なる。
test134,s1,s3,1.00,13,13,見られる。,いう。,ある。,なる。
test135,s1,s3,0.56,9,5,就任した。,展示している。,尽力している。,就かせていただきます。
test135,s1,s3,0.56,9,5,就任した。,展示している。,尽力している。,就かせていただきます。
test135,s1,s3,0.56,9,5,就任した。,展示している。,尽力している。,就かせていただきます。
test135,s1,s3,0.56,9,5,就任した。,展示している。,尽力している。,就かせていただきます。
test135,s1,s3,0.56,9,5,就任した。,展示している。,尽力している。,就かせていただきます。
test136,s3,s3,1.00,9,9,なる。,いう。,ある。,見られる。
test136,s3,s3,1.00,9,9,なる。,いう。,ある。,見られる。
test136,s3,s3,1.00,9,9,なる。,いう。,ある。,見られる。
test136,s3,s3,1.00,9,9,なる。,いう。,ある。,見られる。
test136,s3,s3,1.00,9,9,なる。,いう。,ある。,見られる。
test137,s2,s2,0.77,13,10,想定される。,意味していた。,恵まれていた。,感じる。
test137,s2,s2,0.77,13,10,想定される。,意味していた。,恵まれていた。,感じる。
test137,s2,s2,0.77,13,10,想定される。,意味していた。,恵まれていた。,感じる。
test137,s2,s2,0.77,13,10,想定される。,意味していた。,恵まれていた。,感じる。
test137,s1,s2,0.77,13,10,想定される。,意味していた。,恵まれていた。,感じる。
test138,s3,s3,0.42,12,5,集中させる。,鑑賞できる。,開催されている。,開かれた。
test138,s3,s3,0.42,12,5,集中させる。,鑑賞できる。,開催されている。,開かれた。
test138,s2,s3,0.42,12,5,集中させる。,鑑賞できる。,開催されている。,開かれた。
test138,s4,s3,0.42,12,5,集中させる。,鑑賞できる。,開催されている。,開かれた。
test138,s3,s3,0.42,12,5,集中させる。,鑑賞できる。,開催されている。,開かれた。
test139,s1,s4,0.50,2,1,呼ぶ。,される。,行う。,称される。
test139,s1,s4,0.50,2,1,呼ぶ。,される。,行う。,称される。
test139,s4,s4,0.50,2,1,呼ぶ。,される。,行う。,称される。
test139,s2,s4,0.50,2,1,呼ぶ。,される。,行う。,称される。
test139,s2,s4,0.50,2,1,呼ぶ。,される。,行う。,称される。
test140,s1,s4,0.23,13,3,される。,いわれている。,称される。,呼ぶ。
test140,s4,s4,0.23,13,3,される。,いわれている。,称される。,呼ぶ。
test140,s4,s4,0.23,13,3,される。,いわれている。,称される。,呼ぶ。
test140,s1,s4,0.23,13,3,される。,いわれている。,称される。,呼ぶ。
test140,s3,s4,0.23,13,3,される。,いわれている。,称される。,呼ぶ。
test141,s3,s1,0.18,11,2,行われている。,考慮されている。,至った。,表す。
test141,s1,s1,0.18,11,2,行われている。,考慮されている。,至った。,表す。
test141,s1,s1,0.18,11,2,行われている。,考慮されている。,至った。,表す。
test141,s3,s1,0.18,11,2,行われている。,考慮されている。,至った。,表す。
test141,s1,s1,0.18,11,2,行われている。,考慮されている。,至った。,表す。
test142,s3,s3,0.91,11,10,なっていった。,なしている。,ねじる。,みられる。
test142,s3,s3,0.91,11,10,なっていった。,なしている。,ねじる。,みられる。
test142,s3,s3,0.91,11,10,なっていった。,なしている。,ねじる。,みられる。
test142,s3,s3,0.91,11,10,なっていった。,なしている。,ねじる。,みられる。
test142,s3,s3,0.91,11,10,なっていった。,なしている。,ねじる。,みられる。
test143,s4,s4,0.55,11,6,存在する。,存続していた。,定める。,学んだ。
test143,s4,s4,0.55,11,6,存在する。,存続していた。,定める。,学んだ。
test143,s4,s4,0.55,11,6,存在する。,存続していた。,定める。,学んだ。
test143,s1,s4,0.55,11,6,存在する。,存続していた。,定める。,学んだ。
test143,s4,s4,0.55,11,6,存在する。,存続していた。,定める。,学んだ。
test144,s4,s2,0.45,11,5,あった。,なっている。,いう。,見られる。
test144,s3,s2,0.45,11,5,あった。,なっている。,いう。,見られる。
test144,s1,s2,0.45,11,5,あった。,なっている。,いう。,見られる。
test144,s4,s2,0.45,11,5,あった。,なっている。,いう。,見られる。
test144,s2,s2,0.45,11,5,あった。,なっている。,いう。,見られる。
test145,s2,s2,1.00,12,12,いう。,ある。,見られる。,なる。
test145,s2,s2,1.00,12,12,いう。,ある。,見られる。,なる。
test145,s3,s2,1.00,12,12,いう。,ある。,見られる。,なる。
test145,s2,s2,1.00,12,12,いう。,ある。,見られる。,なる。
test145,s2,s2,1.00,12,12,いう。,ある。,見られる。,なる。
test146,s4,s4,0.70,10,7,勤める。,励んだ。,収める。,厳しくなる。
test146,s4,s4,0.70,10,7,勤める。,励んだ。,収める。,厳しくなる。
test146,s4,s4,0.70,10,7,勤める。,励んだ。,収める。,厳しくなる。
test146,s4,s4,0.70,10,7,勤める。,励んだ。,収める。,厳しくなる。
test146,s4,s4,0.70,10,7,勤める。,励んだ。,収める。,厳しくなる。
test147,s4,s1,0.83,12,10,行う。,呼ぶ。,称される。,いわれる。
test147,s4,s1,0.83,12,10,行う。,呼ぶ。,称される。,いわれる。
test147,s4,s1,0.83,12,10,行う。,呼ぶ。,称される。,いわれる。
test147,s4,s1,0.83,12,10,行う。,呼ぶ。,称される。,いわれる。
test147,s4,s1,0.83,12,10,行う。,呼ぶ。,称される。,いわれる。
test148,s4,s4,1.00,9,9,さす。,することもある。,ついた。,たどり着かない。
test148,s4,s4,1.00,9,9,さす。,することもある。,ついた。,たどり着かない。
test148,s4,s4,1.00,9,9,さす。,することもある。,ついた。,たどり着かない。
test148,s4,s4,1.00,9,9,さす。,することもある。,ついた。,たどり着かない。
test148,s3,s4,1.00,9,9,さす。,することもある。,ついた。,たどり着かない。
test149,s1,s1,0.50,12,6,広まった。,師事した。,広報している。,帰依します。
test149,s2,s1,0.50,12,6,広まった。,師事した。,広報している。,帰依します。
test149,s1,s1,0.50,12,6,広まった。,師事した。,広報している。,帰依します。
test149,s2,s1,0.50,12,6,広まった。,師事した。,広報している。,帰依します。
test149,s1,s1,0.50,12,6,広まった。,師事した。,広報している。,帰依します。
test150,s2,s2,0.90,10,9,盛る。,知られている。,確認されている。,皮肉られた。
test150,s2,s2,0.90,10,9,盛る。,知られている。,確認されている。,皮肉られた。
test150,s2,s2,0.90,10,9,盛る。,知られている。,確認されている。,皮肉られた。
test150,s2,s2,0.90,10,9,盛る。,知られている。,確認されている。,皮肉られた。
test150,s2,s2,0.90,10,9,盛る。,知られている。,確認されている。,皮肉られた。
test151,s1,s4,0.67,9,6,指す。,担当した。,担う。,持たない。
test151,s4,s4,0.67,9,6,指す。,担当した。,担う。,持たない。
test151,s1,s4,0.67,9,6,指す。,担当した。,担う。,持たない。
test151,s4,s4,0.67,9,6,指す。,担当した。,担う。,持たない。
test151,s4,s4,0.67,9,6,指す。,担当した。,担う。,持たない。
test152,s4,s2,1.00,7,7,される。,称される。,行う。,呼ぶ。
test152,s4,s2,1.00,7,7,される。,称される。,行う。,呼ぶ。
test152,s2,s2,1.00,7,7,される。,称される。,行う。,呼ぶ。
test152,s2,s2,1.00,7,7,される。,称される。,行う。,呼ぶ。
test152,s2,s2,1.00,7,7,される。,称される。,行う。,呼ぶ。
test153,s2,s2,0.27,11,3,いわれる。,伝わっている。,する。,入る。
test153,s2,s2,0.27,11,3,いわれる。,伝わっている。,する。,入る。
test153,s1,s2,0.27,11,3,いわれる。,伝わっている。,する。,入る。
test153,s2,s2,0.27,11,3,いわれる。,伝わっている。,する。,入る。
test153,s1,s2,0.27,11,3,いわれる。,伝わっている。,する。,入る。
test154,s1,s3,0.50,8,4,見られる。,あった。,なる。,いわれている。
test154,s1,s3,0.50,8,4,見られる。,あった。,なる。,いわれている。
test154,s2,s3,0.50,8,4,見られる。,あった。,なる。,いわれている。
test154,s3,s3,0.50,8,4,見られる。,あった。,なる。,いわれている。
test154,s3,s3,0.50,8,4,見られる。,あった。,なる。,いわれている。
test155,s1,s1,0.40,5,2,集中している。,開かれた。,露出している。,開催されている。
test155,s1,s1,0.40,5,2,集中している。,開かれた。,露出している。,開催されている。
test155,s1,s1,0.40,5,2,集中している。,開かれた。,露出している。,開催されている。
test155,s1,s1,0.40,5,2,集中している。,開かれた。,露出している。,開催されている。
test155,s1,s1,0.40,5,2,集中している。,開かれた。,露出している。,開催されている。
test156,s3,s4,0.33,12,4,生まれた。,説いている。,見ることができる。,言われている。
test156,s4,s4,0.33,12,4,生まれた。,説いている。,見ることができる。,言われている。
test156,s3,s4,0.33,12,4,生まれた。,説いている。,見ることができる。,言われている。
test156,s3,s4,0.33,12,4,生まれた。,説いている。,見ることができる。,言われている。
test156,s3,s4,0.33,12,4,生まれた。,説いている。,見ることができる。,言われている。
test157,s1,s1,0.33,9,3,持っている。,担う。,担当した。,指す。
test157,s1,s1,0.33,9,3,持っている。,担う。,担当した。,指す。
test157,s1,s1,0.33,9,3,持っている。,担う。,担当した。,指す。
test157,s1,s1,0.33,9,3,持っている。,担う。,担当した。,指す。
test157,s3,s1,0.33,9,3,持っている。,担う。,担当した。,指す。
test158,s1,s1,0.20,5,1,呼ばれている。,含める。,呼称される。,向かい掛けた。
test158,s1,s1,0.20,5,1,呼ばれている。,含める。,呼称される。,向かい掛けた。
test158,s1,s1,0.20,5,1,呼ばれている。,含める。,呼称される。,向かい掛けた。
test158,s1,s1,0.20,5,1,呼ばれている。,含める。,呼称される。,向かい掛けた。
test158,s1,s1,0.20,5,1,呼ばれている。,含める。,呼称される。,向かい掛けた。
test159,s1,s1,0.23,13,3,発見されている。,登りやすくしている。,用いられる。,異なる。
test159,s1,s1,0.23,13,3,発見されている。,登りやすくしている。,用いられる。,異なる。
test159,s1,s1,0.23,13,3,発見されている。,登りやすくしている。,用いられる。,異なる。
test159,s3,s1,0.23,13,3,発見されている。,登りやすくしている。,用いられる。,異なる。
test159,s1,s1,0.23,13,3,発見されている。,登りやすくしている。,用いられる。,異なる。
test160,s1,s3,0.40,10,4,置かれていた。,至った。,考慮されている。,考えられる。
test160,s4,s3,0.40,10,4,置かれていた。,至った。,考慮されている。,考えられる。
test160,s1,s3,0.40,10,4,置かれていた。,至った。,考慮されている。,考えられる。
test160,s4,s3,0.40,10,4,置かれていた。,至った。,考慮されている。,考えられる。
test160,s1,s3,0.40,10,4,置かれていた。,至った。,考慮されている。,考えられる。
test161,s3,s3,1.00,11,11,引き渡す。,広報している。,彫られる。,後押しした。
test161,s3,s3,1.00,11,11,引き渡す。,広報している。,彫られる。,後押しした。
test161,s3,s3,1.00,11,11,引き渡す。,広報している。,彫られる。,後押しした。
test161,s3,s3,1.00,11,11,引き渡す。,広報している。,彫られる。,後押しした。
test161,s3,s3,1.00,11,11,引き渡す。,広報している。,彫られる。,後押しした。
test162,s1,s4,0.14,7,1,利用することができる。,制定した。,加えられている。,創刊される。
test162,s1,s4,0.14,7,1,利用することができる。,制定した。,加えられている。,創刊される。
test162,s2,s4,0.14,7,1,利用することができる。,制定した。,加えられている。,創刊される。
test162,s1,s4,0.14,7,1,利用することができる。,制定した。,加えられている。,創刊される。
test162,s1,s4,0.14,7,1,利用することができる。,制定した。,加えられている。,創刊される。
test163,s3,s1,0.10,10,1,される。,見られる。,いわれている。,呼ばれる。
test163,s3,s1,0.10,10,1,される。,見られる。,いわれている。,呼ばれる。
test163,s4,s1,0.10,10,1,される。,見られる。,いわれている。,呼ばれる。
test163,s4,s1,0.10,10,1,される。,見られる。,いわれている。,呼ばれる。
test163,s4,s1,0.10,10,1,される。,見られる。,いわれている。,呼ばれる。
test164,s3,s4,0.80,5,4,就任した。,師事した。,尽力している。,展示している。
test164,s4,s4,0.80,5,4,就任した。,師事した。,尽力している。,展示している。
test164,s1,s4,0.80,5,4,就任した。,師事した。,尽力している。,展示している。
test164,s2,s4,0.80,5,4,就任した。,師事した。,尽力している。,展示している。
test164,s3,s4,0.80,5,4,就任した。,師事した。,尽力している。,展示している。
test165,s3,s3,0.40,10,4,生産している。,発見された。,異なっている。,用いられる。
test165,s3,s3,0.40,10,4,生産している。,発見された。,異なっている。,用いられる。
test165,s3,s3,0.40,10,4,生産している。,発見された。,異なっている。,用いられる。
test165,s3,s3,0.40,10,4,生産している。,発見された。,異なっている。,用いられる。
test165,s2,s3,0.40,10,4,生産している。,発見された。,異なっている。,用いられる。
test166,s1,s3,1.00,5,5,至った。,行われている。,表す。,衰退しつつある。
test166,s1,s3,1.00,5,5,至った。,行われている。,表す。,衰退しつつある。
test166,s3,s3,1.00,5,5,至った。,行われている。,表す。,衰退しつつある。
test166,s2,s3,1.00,5,5,至った。,行われている。,表す。,衰退しつつある。
test166,s3,s3,1.00,5,5,至った。,行われている。,表す。,衰退しつつある。
test167,s2,s2,0.29,7,2,いう。,あった。,なる。,見られる。
test167,s1,s2,0.29,7,2,いう。,あった。,なる。,見られる。
test167,s2,s2,0.29,7,2,いう。,あった。,なる。,見られる。
test167,s2,s2,0.29,7,2,いう。,あった。,なる。,見られる。
test167,s3,s2,0.29,7,2,いう。,あった。,なる。,見られる。
test168,s2,s2,0.92,13,12,受けなければならなくなった。,名乗っていることがある。,取り組まれた。,向かい掛けた。
test168,s3,s2,0.92,13,12,受けなければならなくなった。,名乗っていることがある。,取り組まれた。,向かい掛けた。
test168,s2,s2,0.92,13,12,受けなければならなくなった。,名乗っていることがある。,取り組まれた。,向かい掛けた。
test168,s3,s2,0.92,13,12,受けなければならなくなった。,名乗っていることがある。,取り組まれた。,向かい掛けた。
test168,s2,s2,0.92,13,12,受けなければならなくなった。,名乗っていることがある。,取り組まれた。,向かい掛けた。
test169,s1,s4,0.22,9,2,許す。,評価されるようになった。,読みつがれている。,認められることになる。
test169,s4,s4,0.22,9,2,許す。,評価されるようになった。,読みつがれている。,認められることになる。
test169,s1,s4,0.22,9,2,許す。,評価されるようになった。,読みつがれている。,認められることになる。
test169,s1,s4,0.22,9,2,許す。,評価されるようになった。,読みつがれている。,認められることになる。
test169,s4,s4,0.22,9,2,許す。,評価されるようになった。,読みつがれている。,認められることになる。
test170,s2,s2,1.00,12,12,なる。,ある。,見られる。,いう。
test170,s3,s2,1.00,12,12,なる。,ある。,見られる。,いう。
test170,s2,s2,1.00,12,12,なる。,ある。,見られる。,いう。
test170,s2,s2,1.00,12,12,なる。,ある。,見られる。,いう。
test170,s3,s2,1.00,12,12,なる。,ある。,見られる。,いう。
test171,s4,s4,0.54,13,7,生まれ変わりであるとしている。,生じた。,現存する。,生まれる。
test171,s1,s4,0.54,13,7,生まれ変わりであるとしている。,生じた。,現存する。,生まれる。
test171,s1,s4,0.54,13,7,生まれ変わりであるとしている。,生じた。,現存する。,生まれる。
test171,s1,s4,0.54,13,7,生まれ変わりであるとしている。,生じた。,現存する。,生まれる。
test171,s3,s4,0.54,13,7,生まれ変わりであるとしている。,生じた。,現存する。,生まれる。
test172,s1,s1,0.55,11,6,後押しした。,得ることになる。,彫られる。,引き渡す。
test172,s1,s1,0.55,11,6,後押しした。,得ることになる。,彫られる。,引き渡す。
test172,s1,s1,0.55,11,6,後押しした。,得ることになる。,彫られる。,引き渡す。
test172,s1,s1,0.55,11,6,後押しした。,得ることになる。,彫られる。,引き渡す。
test172,s1,s1,0.55,11,6,後押しした。,得ることになる。,彫られる。,引き渡す。
test173,s2,s2,0.75,8,6,位置する。,使う。,位置づけられた。,使用される。
test173,s4,s2,0.75,8,6,位置する。,使う。,位置づけられた。,使用される。
test173,s4,s2,0.75,8,6,位置する。,使う。,位置づけられた。,使用される。
test173,s2,s2,0.75,8,6,位置する。,使う。,位置づけられた。,使用される。
test173,s4,s2,0.75,8,6,位置する。,使う。,位置づけられた。,使用される。
test174,s4,s4,0.40,10,4,みられる。,みられるようになってきた。,もつ。,もたらす。
test174,s2,s4,0.40,10,4,みられる。,みられるようになってきた。,もつ。,もたらす。
test174,s4,s4,0.40,10,4,みられる。,みられるようになってきた。,もつ。,もたらす。
test174,s3,s4,0.40,10,4,みられる。,みられるようになってきた。,もつ。,もたらす。
test174,s1,s4,0.40,10,4,みられる。,みられるようになってきた。,もつ。,もたらす。
test175,s4,s1,0.33,6,2,ある。,なる。,見られる。,いう。
test175,s1,s1,0.33,6,2,ある。,なる。,見られる。,いう。
test175,s4,s1,0.33,6,2,ある。,なる。,見られる。,いう。
test175,s3,s1,0.33,6,2,ある。,なる。,見られる。,いう。
test175,s2,s1,0.33,6,2,ある。,なる。,見られる。,いう。
test176,s3,s3,0.17,6,1,指摘している。,排除していた。,振られている。,指定されている。
